TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
11169.0,1356.0,1425.0,1271.0,1367.0,1283.0,1653.0,1416.0,844.0,554.0,10385.0,11169.0,2812.0,2402.0,1096.0,1183.0,6075.0,5916.0,159.0,6.80159435,3.018605609,7.64737013,14.46311972,11238.0,2610.0,8643.0,3921.0,3120.0,675.0,1034.0,280.0,687
749.0,69.0,85.0,96.0,74.0,83.0,102.0,100.0,79.0,61.0,698.0,749.0,200.0,111.0,108.0,82.0,740.0,726.0,14.0,0.258349245,0.152478247,0.250833631,0.884598255,600.0,185.0,609.0,288.0,211.0,44.0,88.0,22.0,56
72133.0,8896.0,8198.0,7835.0,9282.0,8660.0,9469.0,10374.0,6040.0,3379.0,23821.0,72133.0,15243.0,16323.0,14968.0,6021.0,36100.0,35193.0,907.0,20.92149545,7.972511617,24.8823611,91.60771311,71093.0,18043.0,56384.0,19376.0,12799.0,3056.0,6211.0,1775.0,3764
62075.0,7126.0,7704.0,7842.0,7212.0,7564.0,8733.0,7840.0,5442.0,2612.0,52202.0,62075.0,14813.0,14742.0,6741.0,7924.0,29882.0,28817.0,1065.0,28.19900719,25.35937852,24.05613842,89.54694268,60875.0,14861.0,48687.0,22744.0,16164.0,4628.0,6179.0,1644.0,4208
24192.0,3228.0,2960.0,2932.0,2842.0,2739.0,3104.0,3257.0,2241.0,889.0,18229.0,24192.0,4680.0,6010.0,2911.0,3704.0,10241.0,9682.0,559.0,12.1285786,6.684861502,11.41852854,35.57177597,22707.0,5825.0,18512.0,8271.0,6164.0,1773.0,2573.0,686.0,1670
86983.0,11752.0,12105.0,9858.0,12089.0,11349.0,10960.0,9732.0,6198.0,2940.0,83220.0,86983.0,17114.0,18778.0,15877.0,7388.0,43619.0,42495.0,1124.0,48.51436215,9.441630327,38.84556477,154.2606218,83028.0,16810.0,64998.0,29034.0,21579.0,5437.0,6766.0,1828.0,4562
713856.0,95774.0,96529.0,118381.0,103296.0,83727.0,85958.0,71193.0,39532.0,19466.0,594650.0,713856.0,89218.0,157396.0,167680.0,68538.0,337084.0,323816.0,13268.0,362.8460886,281.6287258,341.2883936,913.5699966,674826.0,116223.0,541792.0,171626.0,131114.0,27263.0,40673.0,13522.0,27140
18691.0,2231.0,2540.0,2143.0,2433.0,2275.0,2402.0,2395.0,1364.0,908.0,17676.0,18691.0,4644.0,4776.0,2657.0,1633.0,9002.0,8636.0,366.0,9.593363534,6.035824557,11.67858769,31.25504515,18898.0,4286.0,14359.0,5463.0,4365.0,867.0,1424.0,420.0,1000
18486.0,2090.0,2265.0,2111.0,2045.0,2260.0,2654.0,2515.0,1737.0,809.0,17443.0,18486.0,6090.0,3186.0,1733.0,2477.0,8813.0,8434.0,379.0,15.69532807,3.254841869,6.788202085,27.5869693,18281.0,4794.0,14507.0,7444.0,5092.0,1734.0,2068.0,518.0,1444
9541.0,1195.0,1039.0,919.0,1027.0,1010.0,1255.0,1585.0,986.0,525.0,8602.0,9541.0,2373.0,2591.0,1428.0,867.0,4795.0,4635.0,160.0,5.736572742,2.849457358,7.368420568,11.33506605,9607.0,2983.0,7471.0,3325.0,2637.0,562.0,905.0,250.0,660
292502.0,30029.0,41028.0,70792.0,35316.0,29923.0,30795.0,29301.0,17127.0,8191.0,180974.0,292502.0,32510.0,48977.0,77725.0,57656.0,154655.0,149478.0,5177.0,169.738934,83.67470265,113.7086063,399.6692715,285890.0,49057.0,238030.0,92379.0,71409.0,16087.0,22914.0,6445.0,14144
18627.0,2074.0,2410.0,1887.0,2171.0,2270.0,2778.0,2530.0,1445.0,1062.0,18088.0,18627.0,4667.0,4670.0,2981.0,1391.0,10759.0,10499.0,260.0,11.34329823,5.034252545,12.75383324,24.12073875,18368.0,4727.0,14510.0,6813.0,5848.0,960.0,1457.0,419.0,1040
8777.0,932.0,910.0,843.0,898.0,908.0,1162.0,1520.0,1095.0,509.0,7751.0,8777.0,2185.0,2536.0,1078.0,1631.0,3179.0,2939.0,240.0,3.420090606,1.756640543,3.372164073,13.04023258,9017.0,3106.0,7069.0,3110.0,2114.0,725.0,994.0,297.0,714
19479.0,2549.0,2737.0,2222.0,2371.0,2230.0,2505.0,2393.0,1464.0,1008.0,18918.0,19479.0,4289.0,4035.0,2490.0,1764.0,10212.0,9793.0,419.0,7.587604583,3.809855052,9.255562794,32.69259246,19830.0,4574.0,14631.0,6778.0,5004.0,1406.0,1668.0,483.0,1211
56530.0,5624.0,6779.0,6319.0,5961.0,7298.0,8515.0,7937.0,5561.0,2536.0,54499.0,56530.0,17551.0,10768.0,5701.0,10252.0,23706.0,22760.0,946.0,47.99615362,9.953273333,20.75825294,84.36067155,56402.0,14964.0,45290.0,21840.0,15308.0,5757.0,6735.0,1688.0,4708
41550.0,4826.0,4999.0,4777.0,4409.0,5139.0,5706.0,5675.0,3752.0,2267.0,40177.0,41550.0,13518.0,8780.0,4376.0,5688.0,18330.0,17378.0,952.0,21.46556268,7.947838742,19.21557077,80.97838203,42231.0,11322.0,32582.0,16824.0,12251.0,3594.0,4543.0,1127.0,3189
10881.0,1850.0,1650.0,1252.0,1535.0,1259.0,1288.0,1046.0,564.0,437.0,9654.0,10881.0,1958.0,1728.0,963.0,1120.0,5556.0,5427.0,129.0,5.893761261,4.636049528,7.10635329,15.48169824,10616.0,1928.0,7651.0,3548.0,3206.0,557.0,907.0,245.0,564
14836.0,1309.0,1596.0,1349.0,1486.0,1566.0,2150.0,2727.0,1901.0,752.0,12604.0,14836.0,3529.0,2473.0,3596.0,1814.0,7399.0,7173.0,226.0,7.799725864,3.661238001,6.495126786,20.46949048,14863.0,5121.0,12204.0,5783.0,4125.0,1161.0,1691.0,456.0,1148
17824.0,1969.0,2137.0,1910.0,2071.0,2064.0,2641.0,2637.0,1730.0,665.0,17024.0,17824.0,5210.0,4211.0,1493.0,2481.0,7816.0,7358.0,458.0,7.881427563,6.745574767,10.7397824,36.20285607,17358.0,4698.0,14081.0,6854.0,5168.0,1618.0,1834.0,503.0,1382
24265.0,3407.0,3118.0,3129.0,2888.0,3087.0,3308.0,2799.0,1724.0,805.0,23289.0,24265.0,7306.0,3581.0,1586.0,4309.0,10991.0,10638.0,353.0,20.6019223,4.272354103,8.910295553,36.21106837,23239.0,5106.0,18278.0,9528.0,6726.0,2284.0,2570.0,630.0,1750
8716.0,868.0,1269.0,1865.0,842.0,739.0,969.0,1003.0,667.0,494.0,7750.0,8716.0,1286.0,1849.0,1987.0,1360.0,5040.0,4905.0,135.0,4.721075558,3.713611587,5.692397324,12.40129417,8972.0,2181.0,7185.0,2813.0,2270.0,409.0,621.0,190.0,451
88690.0,10885.0,10996.0,10434.0,11652.0,11848.0,12364.0,10710.0,6812.0,2989.0,77839.0,88690.0,21865.0,19587.0,9991.0,10432.0,39683.0,38296.0,1387.0,46.03364737,9.707529106,33.89469976,115.075046,86937.0,18943.0,68564.0,36408.0,26054.0,6712.0,8914.0,2181.0,5711
27271.0,3042.0,3585.0,3189.0,2782.0,3307.0,3755.0,3852.0,2539.0,1220.0,20870.0,27271.0,6628.0,5637.0,2795.0,4379.0,11588.0,11129.0,459.0,12.38848369,11.14096837,10.5684245,39.34006724,27445.0,7131.0,21264.0,10829.0,7889.0,2277.0,3325.0,842.0,2117
90180.0,14318.0,12601.0,10672.0,14945.0,12514.0,10160.0,7806.0,4411.0,2753.0,81683.0,90180.0,9851.0,15319.0,27049.0,4687.0,47653.0,46835.0,818.0,54.91698258,24.37262547,61.74588937,116.7771633,80864.0,12950.0,65139.0,22395.0,19411.0,2823.0,4633.0,1410.0,3026
2637772.0,386756.0,370861.0,411693.0,399106.0,339877.0,314560.0,232267.0,120425.0,62227.0,1758250.0,2637772.0,372587.0,418128.0,506554.0,368310.0,1359225.0,1308543.0,50682.0,909.834988,536.9864479,883.367061,3115.31176,2552213.0,377154.0,1948080.0,820238.0,695465.0,122040.0,226524.0,59528.0,123684
39498.0,4072.0,4328.0,4078.0,4139.0,4392.0,6102.0,6132.0,3907.0,2348.0,38595.0,39498.0,13505.0,7981.0,5644.0,4316.0,19058.0,18209.0,849.0,21.59781355,17.48365058,22.21771367,82.55157437,40345.0,11948.0,31861.0,15698.0,11311.0,2963.0,3987.0,1085.0,2818
1127.0,132.0,150.0,72.0,125.0,145.0,149.0,192.0,119.0,43.0,1059.0,1127.0,232.0,220.0,119.0,109.0,690.0,674.0,16.0,0.442009157,0.397037295,0.592343667,0.896224963,886.0,267.0,864.0,418.0,309.0,84.0,128.0,34.0,87
42733.0,4383.0,5071.0,4477.0,4246.0,4580.0,5995.0,6575.0,5166.0,2240.0,28296.0,42733.0,10803.0,9324.0,5329.0,8756.0,18065.0,17360.0,705.0,12.25717846,13.95866124,24.49268199,50.5242847,41878.0,13064.0,34178.0,18460.0,12407.0,4231.0,5876.0,1496.0,4144
2987.0,272.0,245.0,238.0,262.0,297.0,448.0,627.0,413.0,185.0,2783.0,2987.0,620.0,1118.0,436.0,392.0,1278.0,1201.0,77.0,1.163929662,0.597822183,1.147619242,4.43786883,2885.0,986.0,2507.0,1039.0,702.0,231.0,335.0,101.0,239
60537.0,6967.0,7060.0,5958.0,6583.0,6218.0,8139.0,9300.0,6817.0,3495.0,57826.0,60537.0,12296.0,13663.0,10698.0,6108.0,26510.0,25526.0,984.0,20.88075871,12.32386597,20.27331846,71.49656149,55418.0,17518.0,47632.0,23089.0,16433.0,4057.0,6237.0,1654.0,4358
332330.0,48112.0,44094.0,65184.0,46279.0,35646.0,36585.0,30092.0,17353.0,8985.0,169908.0,332330.0,52253.0,82315.0,51252.0,53788.0,127957.0,121379.0,6578.0,150.9686034,135.7661259,128.7889888,479.4061291,332766.0,52166.0,250211.0,104063.0,76815.0,17750.0,29970.0,7633.0,15896
476.0,55.0,47.0,63.0,37.0,39.0,78.0,79.0,49.0,29.0,468.0,476.0,112.0,147.0,80.0,77.0,262.0,250.0,12.0,0.257828358,0.202808526,0.310874383,0.67726205,502.0,164.0,385.0,168.0,137.0,29.0,43.0,12.0,31
29970.0,2989.0,3755.0,3531.0,2910.0,3534.0,4206.0,4272.0,3323.0,1450.0,28503.0,29970.0,6477.0,6595.0,4383.0,4118.0,16103.0,15612.0,491.0,13.7179422,9.478627973,9.717944099,36.43303112,28509.0,7553.0,24039.0,10650.0,6755.0,2351.0,3148.0,831.0,2122
42132.0,5474.0,5156.0,4338.0,4755.0,4673.0,5211.0,6563.0,4071.0,1891.0,34352.0,42132.0,8730.0,9982.0,5519.0,7049.0,20808.0,19477.0,1331.0,16.98007283,10.66775731,24.69574636,62.15590045,41377.0,11602.0,32363.0,14251.0,11230.0,3118.0,4634.0,1308.0,3135
33304.0,4196.0,4412.0,3975.0,4064.0,4134.0,4814.0,4024.0,2453.0,1232.0,26957.0,33304.0,9102.0,5900.0,3776.0,4320.0,18028.0,17340.0,688.0,18.42470094,12.68179386,9.452097549,75.68291752,32785.0,6877.0,25397.0,13572.0,10184.0,2445.0,3709.0,871.0,2106
67653.0,8363.0,7950.0,8487.0,7792.0,7232.0,8498.0,9994.0,6348.0,2989.0,59874.0,67653.0,13954.0,17565.0,8988.0,12310.0,29499.0,27602.0,1897.0,33.91760614,18.69423509,31.93194905,99.47657737,66018.0,18095.0,52947.0,21311.0,16149.0,5173.0,6890.0,1974.0,4857
6955.0,567.0,670.0,707.0,714.0,818.0,1103.0,1130.0,811.0,435.0,6810.0,6955.0,2624.0,1173.0,937.0,907.0,3327.0,3145.0,182.0,3.628028521,2.572742093,4.779600206,10.79550313,7035.0,2245.0,5878.0,3233.0,2175.0,794.0,938.0,218.0,677
2611.0,321.0,359.0,244.0,253.0,266.0,324.0,421.0,280.0,143.0,2489.0,2611.0,716.0,776.0,353.0,392.0,1382.0,1338.0,44.0,1.024033638,0.919844169,1.372324149,2.076347275,2613.0,807.0,1985.0,761.0,570.0,165.0,256.0,72.0,180
10558.0,1164.0,1326.0,1144.0,1097.0,1269.0,1667.0,1544.0,955.0,392.0,10258.0,10558.0,3447.0,1832.0,854.0,1654.0,4958.0,4736.0,222.0,5.447913725,1.333184795,5.242808372,13.73574772,10598.0,2693.0,8283.0,4446.0,3206.0,1064.0,1268.0,303.0,823
16106.0,1981.0,2189.0,1763.0,1872.0,1994.0,2312.0,2180.0,1217.0,598.0,15162.0,16106.0,4544.0,3237.0,1316.0,2273.0,8183.0,7865.0,318.0,10.5753699,3.553958664,6.848399047,23.27013908,15677.0,3627.0,12302.0,6786.0,5044.0,1580.0,1875.0,434.0,1253
22601.0,2891.0,3058.0,2689.0,2622.0,2584.0,2975.0,2944.0,1786.0,1052.0,11827.0,22601.0,5899.0,4121.0,2066.0,6063.0,9399.0,8943.0,456.0,10.34498537,7.148030391,7.328503656,27.47490611,23005.0,5331.0,17137.0,9031.0,6512.0,2066.0,3224.0,789.0,1809
29955.0,2738.0,4299.0,6554.0,3177.0,2826.0,3241.0,3500.0,2157.0,1463.0,26935.0,29955.0,5639.0,5606.0,5968.0,5821.0,13359.0,12675.0,684.0,11.66829382,5.858833003,14.23329655,50.27499396,31597.0,7097.0,24839.0,10463.0,8048.0,1911.0,2394.0,716.0,1709
6111.0,1055.0,1028.0,695.0,639.0,638.0,720.0,680.0,370.0,286.0,5953.0,6111.0,1552.0,1053.0,746.0,549.0,3243.0,3143.0,100.0,3.276341338,2.798397252,3.747358697,6.635803386,5911.0,1301.0,4187.0,1763.0,1407.0,242.0,405.0,118.0,295
103551.0,14483.0,15859.0,10414.0,14054.0,14610.0,15615.0,10476.0,5099.0,2941.0,95660.0,103551.0,12334.0,19051.0,31252.0,3945.0,57859.0,56437.0,1422.0,53.1487019,33.43939161,64.7011628,173.1577326,98799.0,15454.0,75850.0,24418.0,21996.0,2953.0,5497.0,1665.0,3601
50592.0,4844.0,5781.0,5311.0,5470.0,6364.0,8124.0,7727.0,4766.0,2205.0,48800.0,50592.0,15052.0,11687.0,6163.0,8011.0,22888.0,21787.0,1101.0,41.58027023,21.01693659,42.26067465,84.82375127,50994.0,13707.0,40982.0,19116.0,13934.0,4433.0,5117.0,1483.0,3865
229642.0,24403.0,26944.0,28824.0,25632.0,26418.0,31518.0,33179.0,19438.0,13286.0,184594.0,229642.0,62331.0,47306.0,39658.0,36520.0,103437.0,97293.0,6144.0,118.6376594,43.926777,106.2022167,447.5580651,231857.0,62316.0,183650.0,97916.0,65379.0,18372.0,27287.0,6553.0,17216
81069.0,9153.0,10369.0,10096.0,10415.0,11068.0,12016.0,9694.0,5868.0,2390.0,77855.0,81069.0,22840.0,17696.0,7812.0,7596.0,42322.0,40596.0,1726.0,53.23076259,17.88872935,34.47118232,117.129449,78622.0,16484.0,63274.0,35881.0,26259.0,6572.0,8127.0,1850.0,5311
38701.0,4642.0,4734.0,4325.0,4360.0,4735.0,5305.0,5051.0,3612.0,1937.0,37602.0,38701.0,9022.0,10789.0,4393.0,7358.0,17065.0,16016.0,1049.0,15.07510062,7.569444035,18.38901051,64.95384881,39302.0,10199.0,30089.0,15821.0,11404.0,3261.0,3921.0,1097.0,2802
47079.0,4851.0,5620.0,4853.0,4680.0,5548.0,6538.0,7347.0,5252.0,2390.0,33757.0,47079.0,11331.0,11660.0,6533.0,8429.0,19739.0,18839.0,900.0,21.38672669,19.23309193,18.24468692,67.91430551,47316.0,14046.0,37604.0,20171.0,14854.0,3949.0,5985.0,1554.0,3832
9226.0,1127.0,1126.0,874.0,904.0,967.0,1324.0,1529.0,992.0,383.0,7994.0,9226.0,2484.0,2184.0,967.0,1342.0,4021.0,3835.0,186.0,3.618435214,3.250280468,4.849123935,7.336798145,9050.0,2780.0,7142.0,3311.0,2357.0,702.0,1026.0,278.0,705
15449.0,2520.0,2747.0,2017.0,1728.0,1669.0,1753.0,1554.0,951.0,510.0,7302.0,15449.0,2715.0,3092.0,1635.0,3419.0,5755.0,5396.0,359.0,5.898868592,3.899997627,5.141350256,18.06314691,15193.0,2833.0,10730.0,5195.0,4034.0,957.0,1652.0,428.0,949
22304.0,1973.0,3476.0,5804.0,2232.0,1916.0,2356.0,2120.0,1410.0,1017.0,20964.0,22304.0,4805.0,3253.0,3466.0,3715.0,10650.0,10338.0,312.0,12.43995187,2.421003217,9.960698949,39.5551879,22744.0,4356.0,18767.0,7253.0,5987.0,1476.0,1739.0,498.0,1233
131533.0,17877.0,19377.0,15572.0,17249.0,18126.0,17875.0,13932.0,8023.0,3502.0,120165.0,131533.0,23606.0,28180.0,26756.0,8371.0,70741.0,68362.0,2379.0,86.36595857,29.02414286,55.92887569,190.0404324,127682.0,22880.0,97323.0,46740.0,33284.0,7992.0,11000.0,2505.0,6763
8276.0,957.0,1017.0,750.0,854.0,831.0,1097.0,1292.0,852.0,626.0,7975.0,8276.0,2263.0,2058.0,1138.0,667.0,4906.0,4724.0,182.0,4.247749002,2.672542081,5.171044445,13.83910725,8394.0,2671.0,6461.0,3024.0,2442.0,431.0,728.0,218.0,538
23341.0,2638.0,3056.0,2508.0,2538.0,2539.0,3319.0,3381.0,2227.0,1135.0,22404.0,23341.0,7187.0,4894.0,2242.0,4032.0,10884.0,10401.0,483.0,10.3209381,8.833508788,14.06402946,47.40859871,23221.0,6243.0,18132.0,8926.0,6382.0,2175.0,2511.0,681.0,1883
10769.0,933.0,1007.0,959.0,940.0,992.0,1621.0,1884.0,1644.0,789.0,8593.0,10769.0,2655.0,2633.0,1797.0,1317.0,5258.0,5119.0,139.0,5.661583165,2.657581021,4.714614476,14.85817895,10710.0,4271.0,9005.0,4301.0,2918.0,882.0,1318.0,359.0,912
13376.0,1462.0,1636.0,1597.0,1597.0,1444.0,1691.0,1866.0,1279.0,804.0,12722.0,13376.0,2734.0,3658.0,2295.0,1567.0,6830.0,6604.0,226.0,6.621587331,3.727536924,8.705303624,12.59490737,13479.0,3710.0,10691.0,4467.0,3496.0,850.0,1141.0,351.0,868
159442.0,17042.0,19192.0,22469.0,20941.0,18947.0,22752.0,20296.0,11324.0,6479.0,137723.0,159442.0,32314.0,35983.0,33483.0,17059.0,81358.0,78192.0,3166.0,102.8912884,72.55667494,52.86936395,399.0331562,159800.0,35905.0,128251.0,52230.0,39373.0,10169.0,13369.0,3626.0,8759
113459.0,11800.0,17329.0,11992.0,11225.0,14719.0,17535.0,15113.0,9488.0,4258.0,76556.0,113459.0,15659.0,20775.0,35115.0,5689.0,57768.0,55758.0,2010.0,51.93273286,35.88373878,36.78973038,137.9264357,110306.0,25277.0,87366.0,31502.0,25860.0,5342.0,9793.0,2542.0,5497
13938.0,1652.0,1547.0,1822.0,1561.0,1633.0,2031.0,2001.0,1146.0,545.0,7837.0,13938.0,4118.0,2525.0,1369.0,3493.0,5330.0,5042.0,288.0,6.379735681,4.408178735,4.519476305,16.94372999,14037.0,3450.0,11003.0,5485.0,4115.0,1168.0,1891.0,453.0,1019
11640.0,1584.0,1535.0,1261.0,1703.0,1938.0,1449.0,1347.0,596.0,227.0,11248.0,11640.0,1190.0,2585.0,3050.0,888.0,6407.0,6263.0,144.0,4.565205494,4.100722377,6.1179062,9.256484978,10776.0,1500.0,8777.0,3035.0,2510.0,470.0,807.0,221.0,487
15041.0,1425.0,1565.0,1487.0,1483.0,1568.0,2336.0,2710.0,1647.0,820.0,14477.0,15041.0,4814.0,3796.0,1341.0,2360.0,5974.0,5549.0,425.0,6.650838868,5.692335619,9.062896493,30.55022207,15238.0,4939.0,12309.0,6370.0,4554.0,1547.0,1776.0,491.0,1380
172828.0,20230.0,25310.0,33462.0,21721.0,19572.0,20227.0,17209.0,9420.0,5677.0,144549.0,172828.0,26375.0,27343.0,47013.0,23366.0,87889.0,84209.0,3680.0,67.32124467,33.80305092,82.12025291,290.0659875,173231.0,29727.0,135692.0,50324.0,38808.0,8247.0,11180.0,3312.0,7429
34993.0,3992.0,3989.0,5490.0,4025.0,3665.0,4611.0,4762.0,2827.0,1632.0,32791.0,34993.0,7910.0,7429.0,6177.0,5697.0,17238.0,16546.0,692.0,16.60207944,12.87978782,19.33615205,37.94761015,34514.0,8536.0,27906.0,11224.0,8595.0,2108.0,3133.0,895.0,2177
60949.0,5650.0,7153.0,6432.0,6149.0,7406.0,9529.0,9203.0,6386.0,3041.0,46413.0,60949.0,15953.0,14840.0,6299.0,9815.0,30546.0,29461.0,1085.0,32.04269963,15.04103498,26.68316814,84.09240868,61970.0,17512.0,49426.0,23704.0,18189.0,5124.0,7288.0,1939.0,4757
16006.0,1732.0,1668.0,1516.0,1823.0,1615.0,2127.0,2647.0,1892.0,986.0,15065.0,16006.0,3916.0,4100.0,2654.0,2405.0,6976.0,6593.0,383.0,8.024554771,4.422862649,7.554768842,23.53512923,15980.0,5273.0,12871.0,5948.0,4106.0,1274.0,1739.0,489.0,1275
39563.0,5510.0,5920.0,5049.0,4433.0,4629.0,4750.0,4748.0,2908.0,1616.0,17576.0,39563.0,9095.0,7795.0,3960.0,11814.0,14572.0,13739.0,833.0,27.63354729,1.41744466,14.53211955,44.78860182,39763.0,8664.0,29319.0,16375.0,12197.0,3280.0,5383.0,1283.0,2946
20544.0,2468.0,2417.0,2456.0,2365.0,2475.0,2878.0,2637.0,1866.0,982.0,14256.0,20544.0,5095.0,3781.0,2270.0,3017.0,8808.0,8535.0,273.0,8.570561672,4.238811501,9.459540251,26.07131726,20228.0,4901.0,16094.0,7843.0,6116.0,1576.0,2527.0,629.0,1498
27604.0,3088.0,3489.0,2904.0,2983.0,3167.0,3872.0,3861.0,2574.0,1666.0,26629.0,27604.0,7952.0,6736.0,3072.0,2669.0,14394.0,13749.0,645.0,10.75251486,5.39900605,13.11620491,46.32919156,28457.0,8008.0,21640.0,11004.0,7899.0,2162.0,2669.0,761.0,1954
4059.0,417.0,415.0,392.0,417.0,389.0,577.0,683.0,496.0,273.0,3712.0,4059.0,728.0,1309.0,755.0,533.0,1789.0,1689.0,100.0,1.635861474,1.02773253,2.379190033,5.988104052,3999.0,1371.0,3294.0,1465.0,975.0,277.0,429.0,125.0,314
8351.0,884.0,1067.0,892.0,847.0,991.0,1342.0,1183.0,819.0,326.0,5347.0,8351.0,2331.0,1579.0,803.0,1884.0,3435.0,3261.0,174.0,3.822440283,2.641175249,2.707859565,10.15189332,8558.0,2190.0,6576.0,3212.0,2328.0,742.0,1143.0,279.0,657
51653.0,5410.0,6440.0,5549.0,5500.0,6095.0,7745.0,7771.0,5024.0,2119.0,46293.0,51653.0,12159.0,13005.0,6975.0,5727.0,24378.0,23386.0,992.0,22.83995612,19.54831539,31.12331577,104.9139432,51397.0,13966.0,41007.0,18101.0,13778.0,4131.0,5021.0,1382.0,3634
4921.0,458.0,662.0,436.0,420.0,503.0,677.0,774.0,627.0,364.0,4735.0,4921.0,1038.0,1087.0,620.0,693.0,1879.0,1813.0,66.0,1.697378688,1.001796331,1.648000399,5.811893208,4887.0,1716.0,3913.0,1970.0,1381.0,418.0,624.0,166.0,451
14275.0,1403.0,1974.0,1940.0,1312.0,1537.0,1938.0,2099.0,1308.0,764.0,5346.0,14275.0,3235.0,2957.0,1822.0,3605.0,4990.0,4665.0,325.0,5.955255445,2.945338502,6.57296228,18.11565683,14842.0,3897.0,11551.0,6498.0,4863.0,1108.0,2125.0,518.0,1088
8802.0,678.0,856.0,789.0,710.0,931.0,1307.0,1564.0,1282.0,685.0,7723.0,8802.0,2189.0,2099.0,1915.0,812.0,4111.0,3987.0,124.0,4.62747284,2.172163446,3.853471689,12.14427441,8830.0,3293.0,7442.0,3128.0,2166.0,674.0,1002.0,278.0,721
4358.0,870.0,847.0,590.0,532.0,456.0,539.0,294.0,152.0,78.0,597.0,4358.0,762.0,843.0,385.0,1408.0,1250.0,1199.0,51.0,2.620268736,1.301533924,3.365640586,5.177467546,4420.0,542.0,2805.0,1573.0,1198.0,314.0,511.0,122.0,290
14041.0,1420.0,2293.0,4269.0,1352.0,1128.0,1214.0,1274.0,672.0,419.0,12462.0,14041.0,1510.0,1793.0,3372.0,2314.0,7250.0,7041.0,209.0,7.527918298,6.429765312,8.610156024,15.24681972,13907.0,2187.0,11585.0,4233.0,3441.0,512.0,860.0,263.0,595
42929.0,5741.0,5948.0,5400.0,5247.0,5001.0,5634.0,5161.0,3093.0,1704.0,40111.0,42929.0,9908.0,8817.0,6283.0,4973.0,21734.0,21159.0,575.0,26.14250549,11.60226701,29.39331653,55.5902289,42923.0,9608.0,32238.0,15180.0,12476.0,2201.0,3391.0,949.0,2262
69410.0,7951.0,8633.0,8166.0,8327.0,9108.0,9452.0,8847.0,5920.0,3006.0,64322.0,69410.0,17461.0,14315.0,7662.0,10542.0,31167.0,29961.0,1206.0,31.77051611,21.95233793,22.50658992,84.37826793,68609.0,16583.0,54316.0,27267.0,17381.0,5708.0,7560.0,1928.0,4872
259103.0,25936.0,27415.0,32415.0,35862.0,33550.0,33777.0,35468.0,22463.0,12217.0,231758.0,259103.0,43596.0,52790.0,72933.0,28859.0,139319.0,135185.0,4134.0,117.7035418,105.8508426,100.4110774,373.7717518,252268.0,64710.0,211269.0,76427.0,57465.0,16336.0,22315.0,6482.0,16028
21067.0,2298.0,2776.0,2494.0,2141.0,2506.0,3019.0,2889.0,1893.0,1051.0,11612.0,21067.0,6805.0,3464.0,2078.0,4560.0,7158.0,6716.0,442.0,10.93461325,2.305880208,8.051185475,27.3343781,21745.0,5536.0,16524.0,9388.0,6957.0,2012.0,3235.0,750.0,1838
6040.0,741.0,824.0,578.0,639.0,618.0,851.0,827.0,539.0,423.0,5805.0,6040.0,1648.0,1387.0,772.0,559.0,3512.0,3444.0,68.0,3.678183353,1.632409157,4.135564114,7.821402375,6149.0,1621.0,4599.0,2201.0,1738.0,366.0,547.0,156.0,397
20092.0,2485.0,2673.0,2267.0,2273.0,2402.0,2676.0,2648.0,1718.0,950.0,19319.0,20092.0,5606.0,4542.0,2003.0,2684.0,9958.0,9620.0,338.0,10.36744483,2.537066575,9.977126899,26.13929184,20296.0,5248.0,15392.0,7445.0,5680.0,1631.0,2081.0,508.0,1322
370963.0,36766.0,53172.0,78706.0,46038.0,41377.0,42983.0,38405.0,22147.0,11369.0,274712.0,370963.0,33896.0,57051.0,125423.0,52258.0,194621.0,188693.0,5928.0,164.0326533,140.3926533,223.5223238,753.473973,361509.0,65781.0,302031.0,105037.0,80340.0,16992.0,26177.0,7294.0,16589
23517.0,2724.0,3299.0,3238.0,2670.0,2924.0,3079.0,2648.0,1935.0,1000.0,21431.0,23517.0,4743.0,5457.0,2109.0,3066.0,10302.0,9883.0,419.0,16.42590632,0.842556077,8.638168376,26.62319716,23439.0,5355.0,18421.0,8971.0,6521.0,1874.0,2450.0,618.0,1630
1362.0,151.0,179.0,127.0,128.0,130.0,184.0,195.0,156.0,112.0,1239.0,1362.0,431.0,318.0,135.0,194.0,596.0,575.0,21.0,0.469788615,0.277270189,0.456122037,1.608575198,1084.0,369.0,1059.0,533.0,377.0,105.0,163.0,43.0,115
35564.0,4130.0,4706.0,4248.0,4076.0,4330.0,4832.0,4538.0,3001.0,1703.0,24199.0,35564.0,8845.0,6949.0,4253.0,5750.0,15351.0,14597.0,754.0,24.84036792,1.274170358,13.06322321,40.26140169,35967.0,9309.0,27510.0,14951.0,10949.0,2803.0,4371.0,1037.0,2554
